,Name,Year,Genres,Rating,Duration,Actors,Director,Average Rating,Budget,Opening Weekend,Gross US,Gross WW,Language,Production Company
101,Prometheus,2012,"['Adventure', 'Mystery', 'Sci-Fi']",R,124,"['Noomi Rapace', 'Logan Marshall-Green', 'Michael Fassbender', 'Charlize Theron']",Ridley Scott,7.0,130000000,51050101,126477084,403354469,"['English', 'ScottishGaelic']","['TwentiethCenturyFox', 'DuneEntertainment', 'ScottFreeProductions']"
102,Red Dawn,2012,"['Action', 'Sci-Fi', 'Thriller']",P, 93,"['Chris Hemsworth', 'Isabel Lucas', 'Josh Hutcherson', 'Josh Peck']",Dan Bradley,5.4,65000000,14276668,44806783,50950296,"['English', 'Korean']","['FilmDistrict', 'Contrafilm', 'FilmNationEntertainment']"
103,Rise of the Guardians,2012,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",P, 97,"['Hugh Jackman', 'Alec Baldwin', 'Isla Fisher', 'Chris Pine']",Peter Ramsey,7.3,145000000,23773465,103412758,306941670,"['English', 'French']",['DreamWorksAnimation']
104,Savages,2012,"['Crime', 'Drama', 'Thriller']",R,131,"['Aaron Taylor-Johnson', 'Taylor Kitsch', 'Blake Lively', 'Benicio Del Toro']",Oliver Stone,6.5,45000000,16016910,47382068,82966152,['English'],"['Ixtlan', 'OndaEntertainment', 'RelativityMedia']"
105,Seven Psychopaths,2012,"['Comedy', 'Crime']",R,110,"['Colin Farrell', 'Woody Harrelson', 'Sam Rockwell', 'Christopher Walken']",Martin McDonagh,7.2,15000000,4174915,15024049 20 December 2012,19422261 20 December 2012,"['English', 'Vietnamese']","['CBSFilms', 'Film4', 'BritishFilmInstitute(BFI)']"
106,Sinister,2012,"['Horror', 'Mystery', 'Thriller']",R,110,"['Ethan Hawke', 'Juliet Rylance', 'James Ransone', 'Fred Dalton Thompson']",Scott Derrickson,6.8,3000000,18007634,48086903,87727807,['English'],"['AllianceFilms', 'IMGlobal', 'BlumhouseProductions']"
107,Skyfall,2012,"['Action', 'Adventure', 'Thriller']",P,143,"['Daniel Craig', 'Javier Bardem', 'Naomie Harris', 'Judi Dench']",Sam Mendes,7.8,200000000,88364714,304360277,1108561013,"['English', 'Turkish', 'Shanghainese', 'Portuguese', 'Japanese']","['EonProductions', 'B23', 'ColumbiaPicturesCorporation']"
108,Snow White and the Huntsman,2012,"['Action', 'Adventure', 'Drama', 'Fantasy']",P,127,"['Kristen Stewart', 'Chris Hemsworth', 'Charlize Theron', 'Sam Claflin']",Rupert Sanders,6.1,170000000,56217700,155332381,396592829,['English'],"['RothFilms', 'UniversalPictures']"
109,Taken 2,2012,"['Action', 'Thriller']",P, 92,"['Liam Neeson', 'Famke Janssen', 'Maggie Grace', 'Leland Orser']",Olivier Megaton,6.3,45000000,49514769,139854287 21 February 2013,376141306 21 February 2013,"['English', 'Turkish', 'Arabic']","['EuropaCorp', 'M6Films', 'GriveProductions']"
110,Ted,2012,"['Comedy', 'Fantasy']",R,106,"['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane', 'Joel McHale']",Seth MacFarlane,6.9,50000000,54415205,218815487,549368315,"['English', 'Japanese']","['UniversalPictures', 'MediaRightsCapital(MRC)', 'FuzzyDoorProductions']"
111,That\'s My Boy,2012,Comedy,R,116,"['Adam Sandler', 'Andy Samberg', 'Leighton Meester', 'Susan Sarandon']",Sean Anders,5.6,70000000,13453714,36931089,58058367,['English'],"['ColumbiaPicturesCorporation', 'HappyMadisonProductions', 'RelativityMedia']"
112,This Is 40,2012,"['Comedy', 'Romance']",R,134,"['Paul Rudd', 'Leslie Mann', 'Maude Apatow', 'Iris Apatow']",Judd Apatow,6.2,35000000,12030690,67544505,88058786,['English'],"['ApatowProductions', 'FortyProductions']"
113,Total Recall,2012,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']",P,118,"['Colin Farrell', 'Bokeem Woodbine', 'Bryan Cranston', 'Kate Beckinsale']",Len Wiseman,6.3,125000000,25577758,58877969,198467168,"['English', 'Ukrainian']","['TotalRecall', 'OriginalFilm', 'PrimeFocus']"
114,Promised Land,2012,[],R,NA,[],NA,6.6,15000000,173915,7597898 24 January 2013,NA,['English'],"['FocusFeatures', 'ParticipantMedia', 'ImagenationAbuDhabiFZ']"
115,Wreck-It Ralph,2012,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",P,101,"['John C. Reilly', 'Jack McBrayer', 'Jane Lynch', 'Sarah Silverman']",Rich Moore,7.7,165000000,49038712,189422889,471222889,['English'],"['WaltDisneyAnimationStudios', 'WaltDisneyPictures']"
116,Jack the Giant Slayer,2013,"['Adventure', 'Fantasy']",P,114,"['Nicholas Hoult', 'Stanley Tucci', 'Ewan McGregor', 'Bill Nighy']",Bryan Singer,6.3,195000000,27202226,65187603,197687603,['English'],"['NewLineCinema', 'LegendaryEntertainment', 'OriginalFilm']"
117,Oz the Great and Powerful,2013,"['Adventure', 'Family', 'Fantasy']",P,130,"['James Franco', 'Michelle Williams', 'Rachel Weisz', 'Mila Kunis']",Sam Raimi,6.3,215000000,79110453,234911825 13 September 2013,493311825 13 September 2013,['English'],"['WaltDisneyPictures', 'RothFilms']"
118,A Good Day to Die Hard,2013,"['Action', 'Thriller']",R, 98,"['Bruce Willis', 'Jai Courtney', 'Sebastian Koch', 'Mary Elizabeth Winstead']",John Moore,5.3,92000000,24834845,67349198,304654182,"['English', 'Russian', 'Hindi', 'Punjabi']","['TwentiethCenturyFox', 'TSGEntertainment', 'GiantPictures']"
119,Trance,2013,"['Crime', 'Drama', 'Mystery', 'Thriller']",R,101,"['James McAvoy', 'Rosario Dawson', 'Vincent Cassel', 'Danny Sapani']",Danny Boyle,6.9,20000000,131145,2319187 2 June 2013,NA,"['English', 'French']","['Path\\xc3\\xa9', 'CloudEightFilms', 'DecibelFilms']"
120,Side Effects,2013,"['Crime', 'Drama', 'Mystery', 'Thriller']",R,106,"['Rooney Mara', 'Channing Tatum', 'Jude Law', 'Catherine Zeta-Jones']",Steven Soderbergh,7.1,30000000,9303145,32172757,63372757,"['English', 'French']","['EndgameEntertainment', 'FilmNationEntertainment', 'DiBonaventuraPictures']"
121,Spring Breakers,2012,"['Comedy', 'Crime', 'Drama']",R, 94,"['Vanessa Hudgens', 'Selena Gomez', 'Ashley Benson', 'Rachel Korine']",Harmony Korine,5.3,5000000,263002,14123773 9 June 2013,NA,['English'],"['MuseProductions', 'DivisionFilms', ""O\\'Salvation""]"
122,The Incredible Burt Wonderstone,2013,"['Adventure', 'Comedy', 'Fantasy']",P,100,"['Steve Carell', 'Luke Vanek', 'Steve Buscemi', 'Mason Cook']",Don Scardino,5.9,30000000,10177257,22525921 5 May 2013,NA,"['English', 'Spanish']","['NewLineCinema', 'BenderSpink', 'CarouselProductions(II)']"
123,Disconnect,2012,"['Drama', 'Thriller']",R,115,"['Jason Bateman', 'Jonah Bobo', 'Haley Ramm', 'Hope Davis']",Henry Alex Rubin,7.5,10000000,210744,7435950 19 May 2013,NA,['English'],"['LDEntertainment', 'LiddellEntertainment', 'ExclusiveMediaGroup']"
124,Mud,2012,[],P,130,[],NA,7.4,10000000,2215460,21590086 18 September 2014,NA,['English'],"['Lionsgate', 'EverestEntertainment', 'BraceCoveProductions']"
125,The Company You Keep,2012,"['Drama', 'Thriller']",R,125,"['Robert Redford', 'Brit Marling', 'Stanley Tucci', 'Nick Nolte']",Robert Redford,6.4,2000000,131718,5132442 28 July 2013,NA,['English'],"['VoltagePictures', 'WildwoodEnterprises', 'BrightlightPictures']"
126,Olympus Has Fallen,2013,"['Action', 'Thriller']",R,119,"['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman', 'Angela Bassett']",Antoine Fuqua,6.5,70000000,30373794,98925640,161025640,"['English', 'Korean']","['MillenniumFilms', 'MillenniumFilms', 'G-BASE']"
127,The Place Beyond the Pines,2012,"['Crime', 'Drama', 'Thriller']",R,140,"['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes', 'Craig Van Hook']",Derek Cianfrance,7.3,15000000,279457,21383298 23 June 2013,NA,"['English', 'Spanish']","['SidneyKimmelEntertainment', 'ElectricCityEntertainment', 'Verisimilitude']"
128,G.I. Joe: Retaliation,2013,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",P,110,"['Dwayne Johnson', 'Channing Tatum', 'Adrianne Palicki', 'Byung-Hun Lee']",Jon M. Chu,5.8,130000000,40501814,122523060,375740705,['English'],"['ParamountPictures', 'Metro-Goldwyn-Mayer(MGM)', 'SkydanceMedia']"
129,The Croods,2013,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",P, 98,"['Nicolas Cage', 'Ryan Reynolds', 'Emma Stone', 'Catherine Keener']",NA,7.2,135000000,43639736,187168425,587204668,['English'],['DreamWorksAnimation']
130,A Haunted House,2013,[],R, 86,[],NA,5.1,2500000,18101682,40041683,60141683,"['English', 'Spanish']","['OpenRoadFilms', 'IMGlobal', 'EndgameEntertainment']"
131,World War Z,2013,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",P,116,"['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz', 'James Badge Dale']",Marc Forster,7.0,190000000,66411834,202359711 15 October 2013,540007876 15 October 2013,"['English', 'Spanish', 'Hebrew', 'Arabic']","['ParamountPictures', 'SkydanceMedia', 'HemisphereMediaCapital']"
132,Oblivion,2013,"['Action', 'Adventure', 'Sci-Fi']",P,124,"['Tom Cruise', 'Morgan Freeman', 'Andrea Riseborough', 'Olga Kurylenko']",Joseph Kosinski,7.0,120000000,37054485,89021735 23 June 2013,286168572,['English'],"['UniversalPictures', 'RelativityMedia', 'MonolithPictures(III)']"
133,Ender\'s Game,2013,[],P,114,[],NA,6.6,110000000,27017351,61737191,125537191,['English'],"['MWM(MadisonWellsMedia)', 'SummitEntertainment', 'ChartoffProductions']"
134,The Hobbit: The Desolation of Smaug,2013,"['Adventure', 'Fantasy']",P,161,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Ken Stott']",Peter Jackson,7.8,225000000,73645197,258366855 9 January 2015,960366855 9 January 2015,['English'],"['Metro-Goldwyn-Mayer(MGM)', 'NewLineCinema', 'WingNutFilms']"
135,Man of Steel,2013,[],P,143,[],NA,7.1,225000000,116619362,291045518,668045518,['English'],"['WarnerBros.', 'LegendaryEntertainment', 'Syncopy']"
136,Pacific Rim,2013,"['Action', 'Adventure', 'Sci-Fi']",P,131,"['Idris Elba', 'Charlie Hunnam', 'Rinko Kikuchi', 'Charlie Day']",Guillermo del Toro,6.9,190000000,37285325,101802906,411002906,"['English', 'Japanese', 'Cantonese', 'Mandarin']","['WarnerBros.', 'LegendaryEntertainment', 'DoubleDareYou(DDY)']"
137,The Hunger Games: Catching Fire,2013,[],P,146,[],NA,7.5,130000000,161125000,424668047,864912963,['English'],"['ColorForce', 'Lionsgate']"
138,The Lone Ranger,2013,"['Action', 'Adventure', 'Western']",P,150,"['Johnny Depp', 'Armie Hammer', 'William Fichtner', 'Tom Wilkinson']",Gore Verbinski,6.4,215000000,29210849,89302115 9 November 2013,260502115 9 November 2013,"['English', 'NorthAmericanIndian']","['WaltDisneyPictures', 'JerryBruckheimerFilms', 'BlindWinkProductions']"
139,The Wolverine,2013,"['Action', 'Adventure', 'Sci-Fi']",P,126,"['Hugh Jackman', 'Will Yun Lee', 'Tao Okamoto', 'Rila Fukushima']",James Mangold,6.7,120000000,53113752,132556852,414828246,"['English', 'Japanese']","['TwentiethCenturyFox', 'MarvelEntertainment', ""Donners\\'Company""]"
140,Elysium,2013,"['Action', 'Drama', 'Sci-Fi']",R,109,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Alice Braga']",Neill Blomkamp,6.6,115000000,29807393,93050117,286140700,"['English', 'Spanish', 'French', 'Afrikaans', 'Ukrainian']","['TriStarPictures', 'MediaRightsCapital(MRC)', 'QEDInternational']"
141,After Earth,2013,"['Action', 'Adventure', 'Sci-Fi']",P,100,"['Jaden Smith', 'David Denman', 'Will Smith', 'Sophie Okonedo']",M. Night Shyamalan,4.8,130000000,27520040,60522097,243843127,['English'],"['ColumbiaPicturesCorporation', 'OverbrookEntertainment', 'BlindingEdgePictures']"
142,Iron Man Three,2013,[],P,130,[],NA,7.2,200000000,174144585,409013994,1215439994,['English'],"['MarvelStudios', 'ParamountPictures', 'DMGEntertainment']"
143,This Is the End,2013,"['Comedy', 'Fantasy']",R,107,"['James Franco', 'Jonah Hill', 'Seth Rogen', 'Jay Baruchel']",NA,6.6,32000000,20719162,101470202,126041322,"['English', 'Spanish']","['ColumbiaPicturesCorporation', 'PointGreyPictures', 'MandatePictures']"
144,R.I.P.D.,2013,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",P,NA,"['Ryan Reynolds', 'Jeff Bridges', 'Mary-Louise Parker', 'Kevin Bacon']",Robert Schwentke,5.6,130000000,12691415,33618855,78324220,['English'],"['UniversalPictures', 'OriginalFilm', 'DarkHorseEntertainment']"
145,Thor: The Dark World,2013,[],P,112,[],NA,7.0,170000000,85737841,206362140,644783140,['English'],"['MarvelStudios', 'WaltDisneyPictures']"
146,Star Trek Into Darkness,2013,"['Action', 'Adventure', 'Sci-Fi']",P,132,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Benedict Cumberbatch']",J.J. Abrams,7.7,190000000,70165559,228778661 12 September 2013,467365246 12 September 2013,"['English', 'Klingon']","['ParamountPictures', 'SkydanceMedia', 'BadRobot']"
147,Now You See Me,2013,"['Crime', 'Mystery', 'Thriller']",P,115,"['Jesse Eisenberg', 'Common', 'Mark Ruffalo', 'Woody Harrelson']",Louis Leterrier,7.3,75000000,29350389,117723989,351723989,"['English', 'French']","['SummitEntertainment', 'K/OPaperProducts', 'SOIXAN7EQUIN5E']"
148,The Hangover Part III,2013,"['Adventure', 'Comedy', 'Crime']",R,100,"['Bradley Cooper', 'Zach Galifianakis', 'Ed Helms', 'Justin Bartha']",Todd Phillips,5.8,103000000,41671198,112200072,362000072,"['English', 'Spanish']","['GreenHatFilms', 'LegendaryEntertainment']"
149,Kick-Ass 2,2013,[],R,103,[],NA,6.6,28000000,13332955,28795985,63297114,['English'],"['UniversalPictures', 'MarvFilms']"
150,The Lords of Salem,2012,[],R,101,[],NA,5.1,2500000,642000,1163508 12 May 2013,NA,['English'],"['Alliance', 'Automatik', 'BlumhouseProductions']"
151,Iron Sky,2012,[],R, 93,[],NA,5.9,            Budget:€7500000,NA,NA,NA,"['English', 'German']","['BlindSpotPicturesOy', '27FilmsProduction', 'NewHollandPictures']"
152,The Impossible,2012,[],P,114,[],NA,7.6,45000000,143818,19019882,180274123,"['English', 'Thai', 'Swedish']","['MediasetEspa\\xc3\\xb1a', 'SummitEntertainment', 'ApachesEntertainment']"
153,Filly Brown,2012,"['Drama', 'Music']",R, 80,"['Gina Rodriguez', 'Jenni Rivera', 'Lou Diamond Phillips', 'Edward James Olmos']",NA,5.7,427000,1478323,2833383 26 May 2013,NA,['English'],"['CimaProductions', 'OlmosProductions', 'SilentGiantEntertainment']"
154,Antiviral,2012,"['Horror', 'Sci-Fi', 'Thriller']",NA,108,"['Caleb Landry Jones', 'Lisa Berry', 'Sarah Gadon', 'Malcolm McDowell']",Brandon Cronenberg,5.7,            Budget:CAD 3200000,NA,NA,NA,['English'],"['Alliance', 'TF1International', 'T\\xc3\\xa9l\\xc3\\xa9filmCanada']"
155,Anna Karenina,2012,"['Drama', 'Romance']",R,129,"['Keira Knightley', 'Jude Law', 'Aaron Taylor-Johnson', 'Matthew Macfadyen']",Joe Wright,6.6,NA,320690,12816367,68929150,['English'],"['UniversalPictures', 'FocusFeatures', 'WorkingTitleFilms']"
156,The Cloth,2013,[],NA, 88,[],NA,2.5,4000000,NA,NA,NA,['English'],"['EminenceProductions', 'ClothFilm']"
157,What Richard Did,2012,Drama,NA, 88,"['Jack Reynor', 'Fionn Walton', 'Gavin Drea', 'Patrick Gibson']",Lenny Abrahamson,6.3,NA,NA,NA,NA,"['English', 'Irish']","['ElementPictures', 'ScreenIreland']"
158,Stand Up Guys,2012,"['Comedy', 'Crime', 'Thriller']",R,NA,"['Al Pacino', 'Christopher Walken', 'Alan Arkin', 'Julianna Margulies']",Fisher Stevens,6.5,15000000,1486390,3301046 3 March 2013,NA,"['English', 'Belarusian']","['Lionsgate', 'SidneyKimmelEntertainment', 'LakeshoreEntertainment']"
159,Tomorrow You\'re Gone,2012,[],NA, 93,[],NA,3.8,3500000,NA,NA,NA,['English'],"['DeedFilms', 'GoodDeedEntertainment']"
160,Not Fade Away,2012,Drama,R,NA,"['John Magaro', 'Jack Huston', 'Will Brill', 'Brahm Vaccarella']",David Chase,6.0,20000000,19182,607327 18 January 2013,NA,['English'],"['ChaseFilms', 'GranViaProductions', 'IndianPaintbrush']"
161,Any Day Now,2012,Drama,R, 98,"['Alan Cumming', 'Garret Dillahunt', 'Isaac Leyva', 'Frances Fisher']",Travis Fine,7.5,NA,40489,200002 31 March 2013,NA,['English'],['PFMPictures']
162,Under the Bed,2012,[],R, 87,[],NA,4.6,1000000,NA,NA,NA,['English'],"['SiteB', 'ThroughtheHeart']"
163,The Outback,2012,"['Animation', 'Adventure', 'Family']",P, 85,"['Charlie Bewley', 'Lielle Tova Blinkoff', 'Alan Cumming', 'Tim Curry']",Kyung Ho Lee,4.7,5300000,NA,NA,NA,"['English', 'Korean']","['AnimationPictureCompany', 'DigiartProductions', 'LotteEntertainment']"
164,The Boondock Saints,1999,[],R,108,[],NA,7.8,7000000,19930,25812 28 January 2000,NA,"['English', 'Spanish', 'Papiamento', 'Russian', 'Latin']","['FranchisePictures', 'BroodSyndicate', 'FriedFilms']"
165,The Evil Dead,1981,[],N, 85,[],NA,7.5,NA,NA,NA,NA,['English'],['RenaissancePictures']
166,42,2013,"['Biography', 'Drama', 'Sport']",P,128,"['Chadwick Boseman', 'T.R. Knight', 'Harrison Ford', 'Nicole Beharie']",Brian Helgeland,7.5,40000000,27487144,95001343 21 July 2013,NA,['English'],"['WarnerBros.', 'LegendaryEntertainment']"
167,Evil Dead,2013,"['Fantasy', 'Horror', 'Thriller']",R, 91,"['Jane Levy', 'Shiloh Fernandez', 'Jessica Lucas', 'Lou Taylor Pucci']",Fede Alvarez,6.5,17000000,25775847,54239856 9 June 2013,97542952 13 September 2013,"['English', 'Welsh']","['TriStarPictures', 'FilmDistrict', 'GhostHousePictures']"
168,Scary Movie 5,2013,[],P, 88,[],NA,3.5,20000000,14157367,32015787,78378744,"['English', 'Spanish', 'Latin']","['DimensionFilms', 'DZE', 'BradGreyPictures']"
169,Broken City,2013,[],R,109,[],NA,6.2,35000000,8268908,19701164 20 December 2013,NA,"['English', 'Spanish']","['Emmett/Furla/OasisFilms(EFOFilms)', 'InfernoInternational', 'RegencyEnterprises']"
170,Gangster Squad,2013,"['Action', 'Crime', 'Drama', 'Thriller']",R,113,"['Sean Penn', 'Ryan Gosling', 'Emma Stone', 'Giovanni Ribisi']",Ruben Fleischer,6.7,60000000,17070347,46000903,105200903,['English'],"['WarnerBros.', 'VillageRoadshowPictures', 'LinPictures']"
171,Furious 6,2013,"['Action', 'Crime', 'Thriller']",P,130,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez']",Justin Lin,7.1,160000000,97375245,238679850 18 December 2013,788679850 5 September 2013,"['English', 'Spanish', 'Russian', 'Japanese', 'Cantonese', 'Dutch']","['UniversalPictures', 'RelativityMedia', 'OriginalFilm']"
172,Pain & Gain,2013,[],R,129,[],NA,6.4,26000000,20244505,49875291,86175291,['English'],"['ParamountPictures', 'DeLinePictures', 'PhoenixInternational']"
173,The Numbers Station,2013,[],R, 89,[],NA,5.6,NA,NA,NA,NA,['English'],"['ContentFilmInternational', 'EchoLakeEntertainment', 'PiccadillyPictures']"
174,Mama,2013,[],P,100,[],NA,6.2,20000000,28123052,71628180,146428180,['English'],"['UniversalPictures', 'DeMilo', 'Toma78']"
175,Pawn,2013,"['Action', 'Crime', 'Mystery', 'Thriller']",R, 88,"['Jessica Szohr', 'Stephen Lang', 'Nikki Reed', 'Ray Liotta']",David A. Armstrong,5.7,NA,2137,2137 21 April 2013,NA,['English'],"['ImprintEntertainment', 'MostFilms', 'ExtravaganzaEntertainment']"
176,300: Rise of an Empire,2014,"['Action', 'Fantasy', 'War']",R,102,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey', 'Hans Matheson']",Noam Murro,6.2,110000000,45038460,106580051,337580051,['English'],"['WarnerBros.', 'LegendaryEntertainment', 'Cruel&UnusualFilms']"
177,The Way Way Back,2013,[],P,103,[],NA,7.4,5000000,552788,21501098 15 November 2013,NA,['English'],"['SycamorePictures', 'TheWalshCompany', 'MWM(MadisonWellsMedia)']"
178,Grown Ups 2,2013,[],P,101,[],NA,5.4,80000000,41508572,133668525,246984278,"['English', 'Spanish']","['ColumbiaPicturesCorporation', 'HappyMadisonProductions', 'SonyPicturesEntertainment(SPE)']"
179,Dark Skies,2013,"['Horror', 'Sci-Fi', 'Thriller']",P, 97,"['Keri Russell', 'Jake Brennan', 'Josh Hamilton', 'Dakota Goyo']",Scott Stewart,6.3,3500000,8189166,17411930 19 May 2013,NA,['English'],"['AllianceFilms', 'Automatik', 'BlumhouseProductions']"
180,Assassins Run,2013,"['Action', 'Crime', 'Thriller']",R, 88,"['Christian Slater', 'Sofya Skya', 'Cole Hauser', 'Angus Macfadyen']",NA,4.3,4000000,NA,NA,NA,['English'],"['LiveVideo', 'WhaleStudio']"
181,Percy Jackson: Sea of Monsters,2013,"['Adventure', 'Family', 'Fantasy', 'Thriller']",P,106,"['Logan Lerman', 'Alexandra Daddario', 'Brandon T. Jackson', 'Nathan Fillion']",Thor Freudenthal,5.8,90000000,14401054,68559554,199850315,['English'],"['Fox2000Pictures', 'TSGEntertainment', 'SunsweptEntertainment']"
182,The Bling Ring,2013,"['Biography', 'Crime', 'Drama']",R, 90,"['Katie Chang', 'Israel Broussard', 'Emma Watson', 'Claire Julien']",Sofia Coppola,5.6,8000000,212537,5841046 6 September 2013,NA,['English'],"['AmericanZoetrope', 'FilmNationEntertainment', 'NALAFilms']"
183,Identity Thief,2013,[],R,111,[],NA,5.7,35000000,34551025,134506920,173965010,"['English', 'Spanish']","['AggregateFilms', 'BluegrassFilms', 'DumbDumb']"
